V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144
1.7186217,1.947712,-0.3350796,1.1295606,0.9631461,5.0972996,2.745472,0.89411163,3.5623639,2.5600176,1.3047632,2.1865754,2.7475262,3.631328,-0.15608096,-0.7269384,-0.48549962,2.5029087,1.3344638,1.3128624,1.3181574,1.8485571,2.2159212,0.46394563,5.101433,1.4710815,-2.8314648,1.1988462,1.899535,2.9233391,0.9412737,2.703795,1.6960112,1.1100723,0.33700794,1.9735581,0.3294332,-2.1012683,1.9807703,1.1731719,0.42754793,1.1092461,0.57761455,4.9865584,0.47231483,0.32591152,0.86510897,0.31485128,1.6066217,2.4401646,5.201656,1.2492547,0.4636246,0.2166725,1.960212,1.3647542,3.6224735,1.620965,1.287889,0.56591105,2.0127964,1.6145506,-0.35751548,0.90124387,0.74065053,1.2693545,1.4366026,1.0819759,-0.29862547,2.0610719,3.1837664,1.1314396,2.7108302,0.47896194,0.42042074,-0.2744,-2.4565675,0.60436755,0.41539407,0.28218895,-0.533635,0.6399567,0.03994131,1.6471093,1.1490133,2.1821074,2.3040705,1.5267985,0.48952174,0.12879387,2.828563,-0.67761254,3.4217916,2.9549677,0.73379374,1.3600764,0.504573,0.21986389,1.9594836,-1.1105478,0.5826906,0.33334517,1.5029113,0.9085633,2.3983974,2.764765,0.052387416,-0.14975727,1.0225987,0.89877737,0.773468,0.34088087,3.7509503,3.163659,0.5475803,0.868122,2.476787,2.4047918,3.1682453,3.4752924,2.6170816,-0.5968125,1.1097065,1.2162106,1.5387146,1.265279,1.8327869,0.7563075,1.6966382,-0.18976367,2.0045648,2.4216974,1.7930411,1.4375124,0.92470884,4.0437393,1.5177281,2.5751123,1.847658,3.284632,2.1725554,1.4267834,4.8099465,0.8885064
1.0110166,0.51919866,1.7305863,-1.4896517,-0.24294889,2.3873105,3.083532,0.04383087,3.40445,2.937631,3.4764328,0.61391544,2.3868618,4.1539907,2.7147787,-0.29246593,-0.54945004,3.3847127,2.269285,1.2371308,3.7069416,3.0806007,3.509877,1.7564523,4.9830394,0.09127047,-2.8458638,4.0208178,4.439,2.5341175,-0.62127066,3.0329258,-0.67146873,-0.2751699,-0.6742332,0.8917209,1.0566356,-0.19865131,3.2592547,0.6972468,1.0672525,2.5447469,1.3161271,6.0420375,-0.474288,-0.5374369,0.17270756,0.3185866,1.5824163,2.321419,5.475402,-0.8846235,-0.11476201,-2.012875,2.0831025,1.1064026,-0.36165896,0.29430938,0.8927008,1.6230571,1.4003246,1.9745305,-0.9848385,1.5163866,1.1673901,0.34626627,1.4055195,-0.68154585,-0.6141454,0.04792869,1.0952041,0.9927888,5.356185,-0.07280207,2.5876431,0.117007256,1.110085,1.9310192,1.7717055,1.5313644,-0.69140226,2.066849,-0.88959205,3.9150736,0.23001981,1.1636616,6.2636247,-0.31175953,1.1076233,1.8647296,0.64403784,0.2534847,6.5111284,2.5861998,-1.0159316,0.18731737,-0.1826697,0.4804678,0.07973158,-1.7789096,0.38278532,1.2211051,1.7986543,2.510643,3.1916904,1.5899467,0.744569,1.2490706,3.3370638,0.66811776,3.9764643,1.4629539,5.5393963,2.0610726,0.11323768,0.23404133,0.8367548,3.6616673,0.9777317,5.1606116,-0.17037666,-1.5539877,1.7713468,-0.7867406,0.46024358,1.8516585,1.6384733,-0.11440435,0.4647321,-0.8471018,0.15428019,2.7147527,-0.68217313,1.3658592,0.59965134,1.3088369,-0.46880007,2.184834,-1.4012161,3.080498,1.2580918,-0.05821103,3.1925519,0.08574629
1.0433574,1.2216592,0.24831271,0.5841398,0.5649688,-1.3591127,1.6869018,1.571576,-1.5201253,3.9039626,-1.4682716,3.7601225,0.2538277,1.2390795,2.6547146,2.4654026,-1.0373544,1.5031298,2.682968,0.93263996,0.815119,3.260564,3.085557,1.8563305,3.1264458,-0.7065941,3.905892,3.427382,2.7188134,2.4116657,-0.1514039,-2.8595176,-0.9522526,3.432983,1.5066848,2.4784367,0.4574771,0.4225403,0.2904297,-0.909106,0.85293007,-1.3084879,1.2426723,3.0381887,1.9244385,2.5747638,1.4453487,1.1154529,-1.8732624,0.930042,5.2965136,2.6099765,0.38993606,0.6082536,2.3786945,-0.6545911,0.6575097,0.3471756,0.4259978,1.4996185,-0.3531986,4.6580515,-0.39739856,-0.9288347,0.83998334,-2.2664487,2.254025,0.6733226,1.176528,-0.25961792,3.4657383,2.8394775,4.8939466,0.7618793,2.469941,-0.3884288,3.150692,2.7388973,4.7416215,2.0782583,1.5790901,3.9704957,3.0910645,1.796184,2.3367743,1.2638896,0.35288572,-1.3520579,1.739994,1.5396276,-0.7156526,3.59408,5.4306583,1.3525773,0.77843285,1.5969889,1.5708995,-0.030727584,1.7394748,-0.13296211,5.659232,2.3866682,0.2901919,2.7465081,4.463488,5.9246836,5.2815313,4.9438977,3.643078,-0.06582141,2.164102,1.8706162,0.5230986,1.809227,0.04117444,0.34302634,1.9734917,3.0131526,1.1311035,3.958349,-0.2703421,2.270293,2.0831366,2.1330388,1.5719464,2.0423787,1.2424513,0.85147285,2.5584404,0.1692301,1.7525187,1.4095597,0.7424718,0.8608064,1.5309956,3.8171663,0.004400611,0.9872403,-0.93595076,2.059208,3.8813105,-0.64422643,-1.7699034,0.6232164
3.1086345,1.6888864,1.8642678,-0.2106454,1.4180671,4.384791,2.8535852,1.5679805,5.899834,4.2586927,3.7036705,-0.22251835,2.823556,2.4854078,1.6192946,-0.2583646,-0.33163786,1.6304399,2.858498,1.5200795,2.3590856,1.8958168,3.7780962,2.0949888,3.542657,0.6536423,-3.5781724,1.9971001,2.412722,3.0048952,4.077656,2.660418,2.37974,-0.23098233,-0.5244123,1.8550074,2.4421003,0.65536594,2.9435484,2.230181,1.1471034,2.6350203,0.22056872,3.51019,0.8129916,-0.18371218,1.1279769,1.2434953,5.5251155,2.2398214,4.3883014,1.0651441,1.6953683,0.5170539,5.0325317,1.5372224,3.1083522,1.3302615,1.5478176,2.0440083,1.8058796,1.0220658,0.6992735,2.1960344,0.8176217,2.474042,1.6402473,0.5402117,1.4583184,1.4732585,1.5876963,0.095945835,3.996174,0.21762252,1.4610975,0.49563932,-1.8627107,2.9337494,0.47742915,0.9452115,-1.3034017,0.07124987,-0.5516536,3.4049382,0.92354774,1.0399699,3.8154092,0.7358906,0.04391265,1.111187,2.9601116,-0.15700543,3.7083642,0.6850654,0.55373836,-0.0486846,2.5167491,0.16786456,1.6280508,-0.88961554,-0.092769265,1.4352546,1.9518204,1.3479495,2.80178,0.90425694,0.9967065,0.1610046,1.4818695,1.024963,2.1832585,-0.35961398,3.9050753,1.682189,1.3567697,0.33799982,2.9264405,2.1926126,2.951458,4.4427314,2.2237558,-0.1383512,1.6500127,0.6724117,2.1629138,0.2320608,1.8735695,3.0490806,1.4106591,0.07770455,1.6630459,2.0903358,1.4889191,-0.09624326,0.94534445,2.3750968,2.414203,2.885545,0.7142292,1.862358,0.8286526,-0.15454254,4.6328645,-0.316702
1.8796319,0.6167774,-1.0853834,-2.1879756,-0.93806523,4.0968184,2.824329,0.36712384,1.9681365,3.292272,1.6494763,1.4166172,2.629293,4.270643,1.1619296,0.43424344,-0.9040267,3.5611475,2.84735,1.0364861,2.546948,3.2117023,3.7390969,1.9167831,4.258478,0.6707433,-1.1211107,3.2997103,2.9140964,3.128532,-0.02644062,1.490685,-0.66219354,0.6087886,-1.5120518,2.076488,-0.08266735,-2.4116406,3.6680532,-0.9579218,0.5205128,0.710504,0.49142122,5.0266476,-1.1298957,0.52351207,2.1946747,2.049862,-1.8202182,1.3543895,4.662716,0.27550793,0.61136,-1.6824794,1.0322115,3.2696495,-0.25677264,0.73692286,1.6557173,0.9401331,1.5210077,1.8688803,-2.9866512,-2.059137,0.5793463,0.86888146,1.4705855,0.016823292,0.07640767,0.23205048,0.3688597,3.9777071,2.6577764,-0.21995139,1.6617892,-0.6551757,0.8794217,1.8039747,2.4157913,1.0202614,0.5512998,0.2790321,-1.7607418,4.0776167,0.103961706,2.3024592,5.1961493,-1.1688968,1.1862628,-0.39592516,0.7772439,0.027142769,4.1660566,0.34762138,0.6625532,2.1163373,-0.111594915,-0.15423304,-0.5141971,-0.5739194,1.1760164,2.7160234,2.517291,0.3616268,3.1472254,0.7383356,1.5093123,2.9370506,3.405608,0.3651601,0.9273529,0.25870764,4.6353464,2.3311548,0.7287521,-0.29558873,2.1117196,4.5556207,2.64082,3.5013976,0.5796958,-0.30445188,2.1840556,-1.0487454,1.1933048,2.4850998,1.4764636,-0.9304409,1.6116031,-0.9229883,1.0436724,1.4186239,0.3136032,4.197334,1.7295609,1.8400729,-0.9110954,2.4385471,-2.5290682,3.208533,0.8179532,1.1507324,1.821292,0.7449403
0.7607144,1.9562198,1.8389274,1.4341357,0.52090275,4.699117,2.7101896,0.9586159,5.872726,4.1855636,3.9368649,0.739669,1.7917166,2.8852897,0.5736487,-1.601061,-0.29080838,1.9805799,0.17756116,1.2793684,1.5310816,1.2429109,3.6134381,1.0063705,1.0929999,0.3705095,-3.9373524,0.9863943,2.8589425,2.5290802,1.2002995,2.5730238,1.6326456,0.45619172,0.9212495,1.4686842,0.73493767,-0.795135,1.769597,2.3691044,0.8325454,2.108532,1.019576,3.4047596,0.3740573,-0.041160107,0.9345436,0.1739918,3.1454058,2.4165714,2.7434876,-0.25147247,0.74667317,0.69002587,3.6435955,-0.19698012,2.4896133,1.3776851,1.4632596,2.097334,1.4937115,2.1097233,0.61114013,2.1292758,0.36117148,2.295023,1.550241,0.5961775,0.9113026,1.131524,1.6722667,-0.74111223,3.8981655,0.6312767,1.0137173,0.04260254,-2.4960837,0.24775308,-1.8267703,0.6292132,-0.6816047,0.22655511,-1.983103,3.0459962,1.4248024,1.0392435,3.3566756,1.506844,-0.26078743,1.7519903,3.411198,-1.2101502,2.35942,1.4284573,-0.28916216,0.4605243,1.779778,-0.019575238,1.9831218,-1.9050623,-0.30756578,0.6325395,1.6261013,1.2633525,3.1153736,0.9354469,0.46456057,-0.27811986,0.97057045,0.9760988,1.3915423,0.6350802,3.9816203,1.8927965,1.5298297,0.7759656,2.5382597,1.5121492,3.7786055,4.724107,2.2450032,-0.8332567,1.0196893,1.7712402,0.84505177,0.43500066,2.2043443,2.7430604,1.8701527,0.44681597,2.462973,1.7175105,0.48971236,1.3953612,0.39167976,1.952591,0.5022955,2.343419,1.8645658,3.6389625,1.5946077,1.2408712,4.4254045,-0.12640262
1.0513597,0.8183613,1.3771135,3.7041285,0.6017405,0.057147264,2.8684897,2.264529,2.293157,0.9866357,-0.48875684,5.4680943,1.2160436,1.9159393,0.3240037,1.2869117,-0.23250616,0.15896133,-0.44386584,0.19981596,0.34132457,-0.1554482,1.8501832,0.9719045,2.629489,0.37605613,1.6291631,1.4668711,0.30723798,3.2274492,1.0338342,-0.5459136,1.0894288,2.3205733,4.792035,1.4381905,-0.107545376,4.2777796,1.442968,0.40980363,1.28667,0.9198131,2.5799212,0.04723072,5.8698707,-0.33117074,2.0374405,2.5583472,3.7665215,1.8087323,3.7138863,2.343103,2.5289888,5.501428,7.208331,-0.62202126,0.11102915,1.9740217,0.7249756,0.33918428,-0.18504895,1.7727973,0.6151537,0.2159692,-0.37096226,0.21326435,3.2033644,-0.088122964,2.485536,0.01641202,4.1448646,1.6224833,3.9919405,-0.2828529,1.2878106,-1.5693798,0.6785097,0.007417321,1.3787785,0.43324482,2.2056339,3.5914688,4.3709273,1.2818136,2.5963805,1.9034442,-1.3242674,4.018491,0.36900187,2.5770283,1.2445195,4.690466,3.2043965,2.7577732,1.522034,1.4683669,2.2732954,-0.99167985,2.1996355,1.0305682,4.4013367,3.1293573,-0.116817474,4.3955946,4.449771,5.253791,4.721775,3.4904406,2.6589313,0.96547556,1.9235773,1.1750535,-0.7403119,0.4574616,0.4105433,0.9972429,-0.21991754,2.062929,1.1752744,6.097926,1.3015106,0.39063323,0.5805125,3.8534923,3.402378,1.3195393,0.58542204,0.81214833,4.0701084,-0.1928972,3.1203587,1.3045027,0.6923251,2.6025996,1.1912763,3.7208233,-0.8793782,1.1288342,0.50222373,1.217876,2.0832713,1.6718426,-0.4554584,1.5383265
1.9798627,0.9041157,1.4410965,3.5463495,-0.039960682,0.5924406,3.7073536,1.7417128,1.8359215,1.7370995,-0.025739074,4.5055394,2.129487,1.8417325,-0.561025,0.41206765,-0.1635871,1.3998853,0.61053467,1.4013889,-1.083025,1.1612871,1.1348237,0.6950605,1.8544266,1.0751578,2.941985,0.49232852,-0.39335835,3.622563,2.0894935,-0.34844548,-0.5942626,2.3518362,2.016423,2.4727259,1.2997639,-0.11965716,1.2419238,0.4205655,0.65023017,1.1875882,0.6301132,0.69684625,3.6164293,0.14934433,1.6189618,1.3514578,0.58279073,1.0219996,2.6322265,3.818674,1.4902021,4.0691066,3.2227392,0.988029,1.884022,2.2961519,0.6823013,-0.066792846,0.3716063,2.774325,1.1974955,1.1089276,0.32829624,1.0432398,2.5038695,1.5694598,1.2709963,2.0129879,2.4447446,1.3616403,5.666568,0.6003339,0.94251215,-1.6395303,-0.11539698,-0.43257284,0.59695625,-0.14602768,1.6185274,2.2497206,-0.29579198,1.8628258,2.3097277,1.7224455,-0.6019051,3.2134895,0.41051054,0.2664806,2.0890574,1.9974456,1.6565647,1.8154806,2.9328728,2.6076837,0.43949366,-1.5908417,3.567834,0.08530617,5.1725492,0.8506241,0.5500766,2.6049762,4.136591,4.251568,4.957724,1.0608523,1.5528339,0.714372,0.44239295,-0.12984389,0.93820137,1.4954219,0.73061615,0.73854005,1.831568,0.8085601,1.6174518,1.7990241,1.9026654,2.0640004,1.0528053,2.6721919,3.8576887,1.3229682,2.9894757,1.3539728,2.7132268,-0.96298164,2.2358274,0.3007927,1.9042304,3.1303544,0.15265656,4.259707,0.6924386,1.3356164,1.1813986,2.0459597,1.5303626,2.3217728,-0.33326936,2.5694156
1.0844686,0.66858447,0.66461015,0.044077694,-0.14675355,-0.57000816,1.5743668,1.3105785,-0.1281339,1.463339,-0.85484153,3.994525,0.1870532,2.0336332,1.3098269,1.02304,0.054846287,2.0609777,1.4002478,0.7002126,0.41905427,1.8424492,1.7573136,1.9518324,1.9677604,-0.8446022,2.315023,3.1790981,3.6841173,2.8678546,-0.87943125,-2.2870846,-1.5960116,2.3757367,1.435718,1.223196,0.77013063,0.9859474,1.1019135,-0.19452691,0.47194803,0.14760625,1.9704328,3.6057644,1.8267999,-0.38927215,0.9615166,0.4300834,-1.2181292,1.9079399,4.875294,2.260171,0.5836816,0.2944325,3.256989,0.043957353,0.73953277,0.111213684,-0.6653192,1.295322,-0.16059983,2.1858606,-0.54029506,0.0045461655,0.4262942,-2.1545293,1.8935282,0.28785568,1.1262119,-0.55200887,4.552761,2.6099906,5.7392225,-0.035500765,2.1245494,-0.7258575,1.6520634,1.9407105,2.7556498,1.2479452,1.9117806,2.4298873,1.402758,1.563681,2.4867163,1.2641023,0.08218479,0.05192221,1.0235083,1.8712025,-0.07348907,2.4352179,4.6280465,4.1236014,0.239918,1.8916681,1.0762441,-1.2069583,1.0532348,0.09711206,4.935156,1.3303803,1.3023633,3.546342,3.7074518,2.8331509,2.5417838,3.1606488,4.4391937,0.85710514,1.4656922,1.3557043,1.7179716,0.06902552,0.3527411,-0.21349174,0.5408461,2.8382864,0.802135,3.1833,-0.6864948,1.5572455,0.92351043,1.4207668,0.64609313,2.2847662,1.2345592,-0.2345509,2.2358642,-0.42636073,0.49533176,1.1973002,-0.045233727,0.08546242,0.9304974,3.097935,-0.17448545,1.3299084,-1.6283946,0.87550426,2.8321152,-0.033554554,-0.5996095,0.22712374
1.8109384,2.7619772,0.58651686,2.5743945,0.4104495,0.6693165,2.7931168,1.7208369,1.830774,3.2909055,0.7353296,4.256523,0.89747286,1.0152738,0.99240994,1.200414,0.5475135,0.71618646,2.707331,0.9322676,-0.14484406,1.6932592,1.9288019,1.745266,3.068231,0.8471885,4.519453,1.2931952,0.33618534,2.7402139,0.83118486,-1.809402,0.5395522,2.4184666,0.98060924,2.1822743,0.51874995,0.59053385,0.75289965,0.7419803,0.84139526,0.81220955,0.59518105,1.6402669,2.5065284,1.5729649,1.5423024,-0.422024,1.9291439,0.79374933,1.0926743,1.9163764,1.6081785,1.8927052,3.0577562,-1.0030904,1.8490512,1.1434102,0.24477601,0.8816875,-0.5135449,2.5270875,0.21348256,0.53260505,0.110342324,0.57909715,2.2328196,0.4828089,1.0702207,0.14110902,3.649622,1.5622168,3.5842447,1.7971002,0.7781527,-0.5359582,1.3913879,0.9254434,2.7477627,1.436916,1.2869831,3.4086819,1.3372328,0.729951,1.2025414,1.3795075,-0.5110866,1.2581509,0.29128635,1.068188,1.5887873,1.3816991,1.4103472,2.2702641,1.7964822,2.989827,1.6415612,-1.4510102,1.9910798,-0.38137215,6.242319,1.420856,0.5392357,1.1641278,3.4970064,2.06387,3.5360932,2.2874155,3.3673487,0.58524907,1.1853915,1.8005075,0.034493327,0.54856586,0.6056917,-0.5071423,1.99944,2.0815897,0.8581968,2.4842854,1.2575147,1.6583959,2.1941366,2.8054302,3.1077065,0.42734176,2.577065,1.6261322,2.6235626,-0.17356241,1.8916,0.32750583,1.7067448,1.1878394,1.1923018,3.0059907,0.84394884,0.73200023,1.6292218,0.8630507,1.7323813,1.6486783,-0.12846768,1.6961706
0.8996184,1.0154717,0.53174955,-1.5230721,0.4902302,4.1872115,2.1775846,-0.16211629,2.635907,2.8105836,4.3486133,1.9183519,2.9750376,2.9238842,0.19816017,-0.7291303,-0.9386592,2.1564867,2.970224,2.5988665,2.777367,2.4222949,2.5241942,0.99161935,4.452174,0.2993651,-3.372674,3.2807808,4.4772177,3.1810546,1.4250791,2.1360824,0.44792914,-0.564661,-0.045131892,2.080558,-0.12633991,-2.0667114,3.3997006,-0.042504966,0.9675814,1.3093886,0.6986062,3.3103013,-0.35303497,1.2384089,0.94653845,2.4583602,2.3071022,1.508775,5.329885,0.59374344,0.071410716,-1.5454093,1.2268836,1.5542809,-0.17504448,1.4916996,1.8687341,1.5139072,1.6002147,1.7696106,-0.7558173,0.1486877,0.50041986,0.9024005,2.2938757,-0.029323578,-0.091786146,1.9189043,1.0105019,0.91775554,5.2101135,0.86382794,1.3553828,-0.2239933,-0.9469812,1.7806776,-0.2964294,0.5749665,0.00807929,1.1133523,-1.504199,5.008546,0.91602564,2.7799203,5.7816615,-0.05185598,0.6020373,0.61457556,1.7616799,-1.3692125,4.7461033,2.8011873,0.3450706,0.9080828,0.39102095,0.39219677,0.7465348,-1.7013445,0.58159053,1.1632875,2.7369802,1.2489872,2.9656913,0.948,2.2118769,0.35550582,2.5059888,1.172206,2.2312007,0.85022146,3.405652,2.3624089,0.66056204,0.5842446,3.013688,4.4273973,3.993246,3.677562,1.6874225,-1.9302757,1.1872228,-0.27681494,1.6080248,1.1034759,1.6028882,-0.20903656,1.8408396,-0.32718146,2.2953506,2.5626202,-0.07275295,2.23143,0.94451284,2.3217494,0.74211097,4.6240635,-0.90650684,2.1790147,-0.5129538,0.6079064,3.5535002,-0.037394285
2.4181488,1.8545104,1.0282556,2.8854537,-0.12325895,-1.2194006,2.3385482,2.6026025,0.6721902,2.166439,-0.49946064,4.1101084,0.67135286,0.5468737,0.3948493,2.996486,-0.4248457,0.5352078,0.74822927,1.9709656,-1.3890502,2.1424835,2.407578,2.2927527,1.9166298,0.9394598,5.6918406,1.5939776,1.5057747,3.169423,2.1546998,-2.0020394,-0.9255984,3.2149215,3.873944,2.1370888,0.044857025,1.6617002,0.6812463,0.9930795,0.8853954,0.45932257,0.53131217,0.39769176,2.6739593,0.66023046,2.314753,1.6204726,1.4442757,0.70559216,1.4077473,3.9978294,2.0778768,4.625213,4.114643,-1.0626599,2.2886233,2.1771195,0.23009539,0.036994815,-0.97597885,2.63289,1.4168044,0.27333742,-0.8521739,0.5092175,3.666737,0.7155061,2.3410454,-0.35673714,3.5146005,2.35739,2.775876,0.38862407,1.8218756,-0.81104547,1.2592802,1.7372367,3.160314,0.94748235,3.2200344,2.9609375,5.339334,2.0012226,2.8636975,2.226194,-1.4846258,2.5327468,1.2127593,1.0477802,0.6312752,3.189627,4.361313,1.7747315,2.6278343,3.6799593,1.6526258,-0.84614414,2.5592918,1.1137575,5.754833,3.0548387,-0.9503139,5.0731077,3.5175638,6.240344,5.140474,2.921559,3.420845,0.024342775,0.33747697,1.2720267,-0.25155497,1.5082531,0.64438105,0.31038988,0.8116288,2.0882258,0.9670755,2.7699275,2.3215835,2.5079417,1.2040428,3.3724086,2.9220037,1.2794417,1.2858983,2.150805,3.1352868,-0.38706243,3.577734,1.8213673,1.4941337,0.62953436,1.2735586,4.0604086,0.6280465,1.4625269,0.54408294,1.5165079,3.7570949,2.4532452,-1.3350232,2.4854121
1.5295527,1.4890673,1.5407152,-0.3336665,0.14015266,3.462988,3.0636592,0.38844612,3.6805673,3.345471,2.990698,0.8207348,1.8269156,3.3052273,1.3474836,0.5940002,-0.5428885,2.062427,0.7967453,1.6129849,2.6533682,3.5378127,2.4692109,1.5050472,2.769921,0.5847959,-2.2506838,1.5478165,2.39281,2.276572,-0.33735895,1.798398,1.3791748,0.58369136,0.09454664,2.2363784,-0.14986849,-0.14153159,1.5356469,1.177561,1.2704419,1.8630418,1.006568,4.1825786,0.6191664,1.1067476,0.97352505,0.94147646,4.443026,1.8492107,3.6776962,0.2395606,0.94126683,-0.31763345,3.8213396,0.37080207,0.97385114,0.50961995,0.6793085,1.4115171,0.9502657,2.127986,-0.078190744,0.68821293,0.91559696,1.2423729,1.9801536,-0.27825785,1.1960328,0.06461215,2.2491333,0.89861494,3.2142065,-0.13930726,1.2361484,0.08474302,-0.75225973,1.0822558,1.8250527,1.6590528,-0.13032055,1.0510471,0.4142275,2.9623327,0.7568947,0.8587501,3.9741957,-0.03092577,1.2731351,1.192484,1.8102314,-0.35970885,4.803502,0.992039,0.37677467,0.407156,1.466304,0.5963956,1.2244128,-1.2322212,0.30152988,0.98309875,1.4520168,1.7542968,2.6470175,1.5782137,1.3232596,1.6892112,3.3071244,0.5450334,2.3410115,1.6606783,3.1988542,0.51819897,1.0935767,-0.07242751,2.2955353,1.772192,3.388361,5.186216,2.0328908,-0.23882541,2.480782,0.45728886,1.7938465,0.7153361,1.2484066,1.00846,2.3929157,-0.18123794,1.3773744,2.4933634,0.66319686,1.3265797,0.8053851,3.070667,0.008413553,1.8090537,-0.049537152,2.3280163,1.2121141,0.8463359,3.2098875,0.7214997
3.8626752,2.7688594,0.84962225,5.0389028,0.6320024,-0.43684912,2.6205335,3.5368383,1.7079282,3.3433323,-0.33512223,1.5718689,0.06796992,0.36928505,-0.25035954,0.9844279,0.47052813,0.6251667,-0.36413193,1.5293113,-2.5934625,0.6316478,1.9247155,1.1399298,0.36069512,1.4015206,4.673542,0.29741073,-0.80170643,3.8259726,2.6236064,-3.239892,0.89920473,3.5783997,4.391118,1.7398753,0.23960614,2.3735876,-0.3893348,0.4281788,1.4291202,2.0832238,1.7855575,2.7965345,6.108093,1.0671062,3.180914,-1.233964,1.8370264,1.2578814,-2.1351936,2.2084396,3.640229,5.817195,5.2325535,-1.6913456,2.35538,1.4903591,0.6570395,0.5329436,0.30760938,1.1410263,1.951935,1.512146,-1.5011044,2.2322936,2.9115722,0.9033992,3.213295,0.93329537,2.2919002,1.8298371,2.6156793,0.602617,0.5978938,-1.6584165,-0.1621747,-0.9288355,1.1765519,1.3127186,3.8344657,3.7600636,3.4970593,0.8318279,2.6304574,1.3351341,-2.1004272,2.449266,-0.39633596,4.524916,2.011159,3.1836905,-0.17485213,-0.46161532,2.4960663,1.2840462,3.738148,-0.9253981,2.0171556,-0.16891176,6.3758745,2.2077377,0.2559079,1.2041571,3.6205812,1.8217955,5.1460958,0.7889545,0.9204914,-0.5493824,1.8372091,1.7657702,-0.3337052,-0.6724794,1.4561043,-1.108612,1.0518177,-0.11851263,0.5863887,2.1563554,1.2213593,3.9937186,1.8810036,5.701105,2.3696327,1.2911315,1.6108899,3.193222,3.7007618,0.8243513,3.152826,-1.1087658,2.4407744,0.43910173,-0.5612383,4.12686,0.41904378,0.060516603,1.4394932,0.2191006,1.2681706,3.348545,-0.68333745,2.9920168
0.36498523,0.86346984,2.13142,0.5057673,3.2496696,1.99246,2.152842,2.304746,6.1944475,2.9416008,2.5033696,2.2876744,1.980051,1.3429875,1.9042096,-1.2793254,-0.8775752,0.33181912,0.8922604,0.39517522,3.3592591,-0.6776265,2.5794182,0.7738652,0.63123965,0.5196467,-4.9480777,0.6034093,-0.215861,2.0751514,2.9322577,2.4590387,3.7185173,-0.28225636,2.9633453,-0.7674155,0.6536443,2.0190346,2.0459998,2.7567658,1.1689938,2.63271,0.7361271,2.1908176,3.1776457,-0.35820603,1.8235612,-0.268507,9.766427,2.9188375,2.5890858,0.9377842,1.2390728,2.6880984,5.8444653,-2.0406804,2.187563,0.1706773,1.581346,2.7839108,1.5368316,0.042195797,1.9856586,3.034206,0.821651,1.6252477,1.8641717,0.8821489,2.3907585,2.7056327,3.3618603,-2.1810343,1.4941111,0.16235018,1.05389,1.0186763,-0.5495868,1.1538732,-1.640836,0.5699404,-1.4419959,1.124443,1.0898696,2.210917,-1.0783591,0.24006414,3.5837126,-0.38304096,0.22033536,3.4485157,2.4822478,0.5197556,2.2915275,1.4959326,-0.22885323,-2.0935857,3.2578406,1.2552985,2.1939108,-1.6682196,-1.186675,0.99421227,0.7057042,1.6002151,2.605102,2.0604246,-0.9262516,-0.7117865,1.1017095,-0.25842285,4.4818177,1.0669469,1.5813575,0.2563281,1.1166345,1.2390187,1.7538556,1.2889379,1.8610426,7.058754,1.339937,-0.23040795,-0.0038853884,2.3239968,2.314117,0.040917948,0.7353033,2.1943347,2.5005765,0.6059598,2.4983554,2.9750228,0.6930788,-0.38352865,-0.7821297,2.74886,2.902043,1.5821457,2.6948287,0.9692976,-0.6343167,0.053165212,6.661015,-1.285466
